id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr
355,DIVISLAB,Mar 2016,29.82,38.0,26.23,0.0098,303.2,0.7709,632.0,406.0,42.0,8.1,24.0,42,1038.0
356,DIVISLAB,Mar 2017,26.08,36.0,19.79,0.0067,507.3333,0.6603,10.0,1140.0,40.0,10.1075,25.0,36,1150.0
358,DIVISLAB,Mar 2019,27.36,38.0,19.45,0.0152,405.6,0.6155,269.0,685.0,51.0,13.1264,31.0,106,954.0
359,DIVISLAB,Mar 2020,25.53,34.0,18.84,0.0053,287.4286,0.6323,1133.0,83.0,52.0,13.7925,31.0,39,1216.0
360,DIVISLAB,Mar 2021,28.47,41.0,21.34,0.0005,1462.0,0.647,2022.0,75.0,75.0,17.5377,27.0,5,1947.0
361,DIVISLAB,Mar 2022,33.04000000000001,43.0,25.24,0.0003,1998.5,0.6707,-283.0,2195.0,112.0,22.1283,27.0,4,1912.0
388,DRREDDY,Mar 2013,12.9,23.0,23.98,0.5781,28.15,0.8844,-59.0,1437.0,18.0,7.4929,17.0,3682,1378.0
389,DRREDDY,Mar 2014,14.63,24.0,24.96,0.5692,26.937,0.8434,366.0,1604.0,23.0,9.2529,16.0,4477,1970.0
390,DRREDDY,Mar 2015,15.55,23.0,23.71,0.4378,34.8889,0.8139,154.0,2370.0,27.0,11.5918,15.0,4314,2524.0
391,DRREDDY,Mar 2016,13.69,23.0,16.95,0.2667,46.747,0.7658,1653.0,1610.0,25.0,14.7871,16.0,3352,3263.0
398,DRREDDY,Mar 2023,18.27,26.0,19.35,0.0578,52.035,0.7659,1779.0,4109.0,54.0,28.0554,15.0,1347,5888.0
399,DRREDDY,Mar 2024,19.91,28.0,19.74,0.0709,51.7076,0.7223,509.0,4034.0,67.0,34.041,12.0,2002,4543.0
403,EICHERMOT,Mar 2016,21.68,27.0,36.63,0.0063,1008.0,1.2498,462.0,1001.0,49.0,13.5296,20.0,23,1463.0
404,EICHERMOT,Mar 2017,23.7,31.0,31.19,0.021,647.5,1.0034,-36.0,1744.0,61.0,19.7963,16.0,112,1708.0
405,EICHERMOT,Mar 2018,21.86,31.0,27.88,0.0215,669.0,0.9415,337.0,2145.0,72.0,26.037,15.0,151,2482.0
406,EICHERMOT,Mar 2019,22.49,30.0,24.7,0.021,515.0,0.8604,915.0,660.0,81.0,33.0296,15.0,187,1575.0
407,EICHERMOT,Mar 2020,19.96,24.0,18.3,0.0249,145.0,0.7353,186.0,1508.0,67.0,36.9667,19.0,249,1694.0
410,EICHERMOT,Mar 2023,20.18,24.0,19.44,0.0192,155.5,0.7523,426.0,2397.0,107.0,55.5185,35.0,288,2823.0
411,EICHERMOT,Mar 2024,24.2,26.0,22.17,0.0232,114.7059,0.7154,890.0,2834.0,146.0,66.8333,35.0,419,3724.0
419,GAIL,Mar 2020,13.12,12.0,19.31,0.1403,41.4822,0.9678,46.0,8299.0,14.0,1.0924,31.0,6912,8345.0
421,GAIL,Mar 2022,13.26,16.0,19.19,0.1437,89.5347,0.9605,3930.0,5490.0,18.0,1.444,36.0,9216,9420.0
424,GODREJCP,Mar 2013,13.18,16.0,25.51,0.7413,13.6667,0.8333,-45.0,865.0,8.0,9.7441,22.0,2456,820.0
425,GODREJCP,Mar 2014,10.78,15.0,21.7,0.6286,10.2583,0.9133,622.0,494.0,7.0,11.1029,24.0,2373,1116.0
426,GODREJCP,Mar 2015,11.8,17.0,22.64,0.6302,12.9643,0.9066,-209.0,1236.0,9.0,12.6794,21.0,2717,1027.0
428,GODREJCP,Mar 2017,14.11,21.0,24.67,0.7546,12.8766,0.7162,-383.0,2243.0,13.0,15.5941,39.0,4001,1860.0
429,GODREJCP,Mar 2018,16.59,21.0,26.11,0.5606,13.6821,0.7103,1387.0,336.0,16.0,9.2029,42.0,3508,1723.0
430,GODREJCP,Mar 2019,22.71,21.0,32.23,0.4654,10.479,0.7318,2003.0,274.0,23.0,7.1245,44.0,3382,1729.0
431,GODREJCP,Mar 2020,15.1,22.0,18.95,0.4526,9.5877,0.6661,1036.0,552.0,15.0,7.7431,55.0,3575,1588.0
432,GODREJCP,Mar 2021,15.6,22.0,18.23,0.1975,17.5507,0.7743,1738.0,292.0,17.0,9.2539,0.0,1864,2030.0
433,GODREJCP,Mar 2022,14.52,20.0,15.43,0.1475,20.3852,0.7633,607.0,844.0,17.0,11.3294,0.0,1704,1451.0
436,GRASIM,Mar 2013,13.54,21.0,19.22,0.4858,20.8272,0.6325,-1445.0,5687.0,57.0,21.3663,8.0,9550,4242.0
448,HAL,Mar 2017,14.57,18.0,1966.92,0.015,267.5,105.5882,2598.0,3021.0,36.0,2.66,31.0,2,-423.0
449,HAL,Mar 2018,10.73,19.0,1528.46,0.0231,120.6,111.5602,-140.0,594.0,30.0,2.6,54.0,3,-734.0
450,HAL,Mar 2019,11.73,23.0,1763.91,0.0602,27.9379,114.3314,-2402.0,5292.0,35.0,2.66,28.0,8,-7694.0
451,HAL,Mar 2020,13.25,23.0,2059.42,0.0145,14.7493,123.9595,203.0,1334.0,42.0,2.76,39.0,2,1537.0
452,HAL,Mar 2021,14.16,23.0,2249.31,0.0417,21.3521,123.0215,13934.0,1190.0,48.0,2.88,31.0,6,15124.0
453,HAL,Mar 2022,20.66,22.0,3324.18,0.0784,98.5538,121.8812,-2609.0,12789.0,76.0,3.06,26.0,12,10180.0
454,HAL,Mar 2023,21.58,25.0,3283.05,0.2655,130.3281,99.3653,3102.0,5734.0,87.0,3.54,32.0,47,8836.0
455,HAL,Mar 2024,25.0,32.0,3816.58,0.6181,270.8837,67.5133,1814.0,6412.0,114.0,3.98,31.0,123,8226.0
459,HAVELLS,Mar 2016,17.12,10.0,42.95,0.0443,19.1758,1.731,392.0,121.0,21.0,4.8823,29.0,134,513.0
468,HCLTECH,Jun 2013,15.79,22.0,30.69,0.0793,56.717,1.1421,2131.0,2361.0,14.0,9.4705,21.0,1044,4492.0
469,HCLTECH,Jun 2014,20.31,25.0,33.39,0.0521,76.4211,1.0722,1615.0,4842.0,23.0,13.9643,11.0,1018,6457.0
470,HCLTECH,Jun 2015,20.0,23.0,30.31,0.0268,105.6264,1.0413,3451.0,2088.0,26.0,8.6206,58.0,648,5539.0
471,HCLTECH,Mar 2017,18.09,22.0,26.12,0.0177,128.7528,1.0395,5105.0,3890.0,30.0,11.5611,40.0,582,8995.0
472,HCLTECH,Mar 2018,17.25,22.0,23.97,0.0153,180.8116,1.0538,6092.0,2236.0,31.0,13.0885,19.0,557,8328.0
473,HCLTECH,Mar 2019,16.75,23.0,24.46,0.1014,85.454,1.0356,5715.0,3256.0,37.0,15.2642,11.0,4195,8971.0
474,HCLTECH,Mar 2020,15.64,24.0,21.57,0.1558,35.4554,0.8534,1027.0,12332.0,41.0,9.4414,25.0,7986,13359.0
475,HCLTECH,Mar 2021,14.82,27.0,18.64,0.1146,41.047,0.876,13953.0,5665.0,41.0,11.0337,24.0,6864,19618.0
476,HCLTECH,Mar 2022,15.79,24.0,21.84,0.1024,67.6991,0.9632,18497.0,1597.0,50.0,11.4022,84.0,6343,16900.0
477,HCLTECH,Mar 2023,14.63,22.0,22.7,0.0733,67.949,1.088,14436.0,3573.0,55.0,12.0451,88.0,4794,18009.0
478,HCLTECH,Mar 2024,14.29,22.0,23.01,0.0844,46.4611,1.1102,15840.0,6608.0,58.0,12.5715,90.0,5758,22448.0
505,HEROMOTOCO,Mar 2016,10.94,4424.0,35.23,0.0263,57.1235,2.2067,1422.0,2300.0,157.0,22.085,46.0,232,3722.0
506,HEROMOTOCO,Mar 2017,12.39,4585.0,34.37,0.0253,28.9651,1.8685,2035.0,1972.0,179.0,25.79,47.0,261,4007.0
507,HEROMOTOCO,Mar 2018,11.47,5334.0,31.09,0.019,48.1206,1.8657,2159.0,1858.0,186.0,29.93,51.0,228,4017.0
508,HEROMOTOCO,Mar 2019,10.2,5025.0,26.42,0.0238,39.0837,1.8359,2330.0,1298.0,172.0,32.8,50.0,312,1032.0
509,HEROMOTOCO,Mar 2020,12.51,4070.0,25.4,0.0314,17.5718,1.4869,2699.0,2819.0,182.0,36.015,49.0,453,5518.0
526,HINDUNILVR,Mar 2013,14.22,4220.0,134.0,0.0087,20.3028,2.2332,3668.0,63.0,18.0,1.3264,104.0,25,3605.0
527,HINDUNILVR,Mar 2014,13.53,4759.0,111.85,0.013,30.923,2.1255,3343.0,475.0,18.0,1.6375,71.0,46,3818.0
528,HINDUNILVR,Mar 2015,13.69,5412.0,108.67,0.0107,21.3128,2.2157,3430.0,138.0,20.0,1.8644,74.0,43,3292.0
529,HINDUNILVR,Mar 2016,12.9,5910.0,63.14999999999999,0.0269,54.1029,2.1758,3889.0,282.0,19.0,3.0431,83.0,177,4171.0
530,HINDUNILVR,Mar 2017,13.54,6328.0,66.58,0.0411,44.3119,2.1114,4012.0,1173.0,21.0,3.1222,82.0,277,5185.0
531,HINDUNILVR,Mar 2018,14.71,7499.0,71.78999999999999,0.0,79.5099,1.99,4996.0,1063.0,24.0,3.3708,83.0,0,6059.0
532,HINDUNILVR,Mar 2019,15.42,8880.0,77.03,0.0126,94.5745,2.1102,5362.0,438.0,28.0,3.6421,78.0,99,5800.0
533,HINDUNILVR,Mar 2020,16.98,9861.0,82.1,0.0,70.6297,1.974,9414.0,1791.0,31.0,3.8097,80.0,0,7623.0
534,HINDUNILVR,Mar 2021,17.01,11626.0,16.78,0.0,208.3941,0.6841,7935.0,1228.0,34.0,20.2868,119.0,0,9163.0
535,HINDUNILVR,Mar 2022,16.95,12857.0,18.12,0.0213,180.8858,0.7439,7320.0,1728.0,38.0,20.877,90.0,1043,9048.0
536,HINDUNILVR,Mar 2023,16.74,14147.0,20.16,0.0242,103.6964,0.829,8507.0,1484.0,43.0,21.406,91.0,1219,9991.0
537,HINDUNILVR,Mar 2024,16.61,14659.0,20.07,0.029,57.847,0.7886,10145.0,5324.0,44.0,21.7949,96.0,1484,15469.0
551,ICICIGI,Mar 2014,11.95,-225.0,21.72,0.0,5.5973,0.2952,-111.0,706.0,12.0,0.538,0.0,0,595.0
552,ICICIGI,Mar 2015,13.82,-221.0,20.27,0.0,4.4869,0.2891,73.0,171.0,13.0,0.6456,15.0,0,-98.0
555,ICICIGI,Mar 2018,12.47,-262.0,18.98,0.1068,4.5698,0.2323,494.0,1896.0,19.0,1.0002,17.0,485,2390.0
557,ICICIGI,Mar 2020,10.37,1772.0,19.47,0.0791,650.6667,0.3109,51.0,3382.0,26.0,1.3511,13.0,485,3433.0
558,ICICIGI,Mar 2021,12.11,2072.0,19.38,0.0638,842.25,0.3095,407.0,1367.0,32.0,1.6701,25.0,485,1774.0
586,INFY,Mar 2013,23.37,29.0,24.82,0.0,2780.6,0.872,4451.0,2922.0,21.0,13.2846,25.0,0,7373.0
587,INFY,Mar 2014,21.26,27.0,23.93,0.0,1783.7778,0.8801,7262.0,2563.0,23.0,15.5699,34.0,0,9825.0
588,INFY,Mar 2015,23.2,28.0,24.39,0.0,1526.0833,0.8043,9352.0,999.0,27.0,8.8699,55.0,0,8353.0
589,INFY,Mar 2016,21.6,27.0,21.85,0.0,,0.8315,9143.0,885.0,29.0,5.3972,41.0,0,10028.0
590,INFY,Mar 2017,20.96,27.0,20.81,0.0,,0.8236,-3133.0,14664.0,31.0,6.0299,41.0,0,11531.0
591,INFY,Mar 2018,22.73,27.0,24.69,0.0,,0.8888,17751.0,4533.0,37.0,5.9672,59.0,0,13218.0
592,INFY,Mar 2019,18.64,24.0,23.73,0.0,,0.9835,14209.0,632.0,35.0,2.993,60.0,0,14841.0
593,INFY,Mar 2020,18.33,25.0,25.42,0.0708,147.4706,0.989,16672.0,331.0,39.0,3.0844,45.0,4633,17003.0
594,INFY,Mar 2021,19.33,28.0,25.44,0.0697,154.3077,0.9345,15851.0,7373.0,45.0,3.5947,59.0,5325,23224.0
595,INFY,Mar 2022,18.21,26.0,29.39,0.0726,168.93,1.0421,17400.0,6485.0,53.0,3.5915,59.0,5474,23885.0
596,INFY,Mar 2023,16.43,24.0,31.97,0.1101,133.2077,1.1779,21396.0,1071.0,58.0,3.6446,73.0,8299,22467.0
597,INFY,Mar 2024,17.08,24.0,29.79,0.0949,87.5234,1.1298,20117.0,5093.0,63.0,4.2548,,8359,25210.0
610,IRCTC,Mar 2015,12.37,14.0,29.5,0.0,,0.9114,23.0,46.0,13.0,2.22,20.0,0,69.0
611,IRCTC,Mar 2016,13.83,14.0,34.87,0.0,,0.9513,295.0,7.0,19.0,2.71,40.0,0,288.0
612,IRCTC,Mar 2017,15.07,21.0,29.1,0.0,127.0,0.8324,432.0,94.0,11.0,1.9675,49.0,0,338.0
613,IRCTC,Mar 2018,15.08,19.0,23.14,0.0,124.3333,0.6322,64.0,40.0,11.0,2.3875,21.0,0,24.0
614,IRCTC,Mar 2019,16.52,20.0,28.85,0.0,254.5,0.7209,146.0,353.0,4.0,0.6694,98.0,0,499.0
615,IRCTC,Mar 2020,22.66,31.0,39.04,0.0,78.0,0.6985,417.0,8.0,6.0,0.8213,39.0,0,409.0
617,IRCTC,Mar 2022,35.13,47.0,35.29,0.0561,86.0,0.4838,282.0,242.0,8.0,1.1687,42.0,105,524.0
618,IRCTC,Mar 2023,28.41,36.0,40.6,0.0339,89.0,0.6958,495.0,317.0,13.0,1.5488,44.0,84,812.0
619,IRCTC,Mar 2024,26.02,34.0,34.4,0.0186,82.7368,0.701,667.0,215.0,14.0,2.0187,47.0,60,882.0
629,ITC,Mar 2013,24.37,35.0,33.27,0.0044,111.787,0.895,3221.0,3881.0,6.0,2.9314,55.0,102,7102.0
630,ITC,Mar 2014,25.49,37.0,33.05,0.0089,484.3448,0.8643,4090.0,3254.0,7.0,3.426,54.0,242,7344.0
631,ITC,Mar 2015,25.19,37.0,30.81,0.0085,170.1209,0.8447,4568.0,5275.0,8.0,3.9571,52.0,269,9843.0
632,ITC,Mar 2016,24.24,37.0,22.26,0.002,205.3077,0.7588,5878.0,3921.0,8.0,5.3019,73.0,84,9799.0
633,ITC,Mar 2017,24.5,36.0,22.57,0.001,351.6122,0.7651,7376.0,3251.0,8.0,3.82,56.0,46,10627.0
634,ITC,Mar 2018,26.45,38.0,21.89,0.0007,163.1391,0.6763,6055.0,7114.0,9.0,4.3041,56.0,36,13169.0
635,ITC,Mar 2019,26.55,38.0,21.7,0.0002,290.3803,0.6738,7037.0,5546.0,10.0,4.8239,56.0,13,12583.0
636,ITC,Mar 2020,31.57,39.0,23.89,0.0042,268.6543,0.6388,8516.0,6174.0,12.0,5.3111,82.0,277,14690.0
637,ITC,Mar 2021,27.17,35.0,22.18,0.0045,338.6552,0.6678,18267.0,5740.0,11.0,4.9023,101.0,271,12527.0
638,ITC,Mar 2022,25.56,34.0,24.82,0.004,375.55,0.7856,13538.0,2238.0,12.0,5.0694,93.0,249,15776.0
639,ITC,Mar 2023,27.46,36.0,28.16,0.0044,356.4359,0.8263,13146.0,5732.0,15.0,5.5636,100.0,306,18878.0
640,ITC,Mar 2024,29.28,37.0,27.85,0.0041,362.9625,0.7723,18742.0,1563.0,16.0,5.9701,84.0,303,17179.0
650,JINDALSTEL,Mar 2022,13.22,30.0,18.99,0.379,7.2431,0.6676,13717.0,2331.0,56.0,35.2723,5.0,13502,16048.0
718,LTIM,Mar 2013,14.59,23.0,41.97,0.1748,42.4762,1.6542,384.0,224.0,174.0,8.3688,54.0,234,608.0
719,LTIM,Mar 2014,20.24,23.0,61.86000000000001,0.0683,44.0,1.8455,808.0,180.0,309.0,10.0625,55.0,110,628.0
720,LTIM,Mar 2015,15.45,20.0,37.96,0.1076,110.4,1.6716,539.0,103.0,238.0,12.6625,63.0,218,642.0
721,LTIM,Mar 2016,14.3,18.0,39.34,0.0259,202.5,1.8636,818.0,40.0,49.0,12.5,72.0,55,858.0
722,LTIM,Mar 2017,14.94,19.0,30.88,0.0,472.3333,1.4718,209.0,961.0,57.0,18.4941,29.0,0,1170.0
723,LTIM,Mar 2018,15.22,16.0,28.81,0.0,100.8125,1.3689,392.0,452.0,65.0,22.7059,33.0,0,844.0
724,LTIM,Mar 2019,16.05,20.0,30.98,0.0,198.6364,1.4175,646.0,749.0,87.0,28.7824,32.0,0,1395.0
725,LTIM,Mar 2020,13.97,19.0,28.13,0.1688,28.4096,1.2341,1001.0,643.0,87.0,31.7882,32.0,912,1644.0
726,LTIM,Mar 2021,15.67,22.0,26.53,0.1093,37.962,1.1554,743.0,1657.0,111.0,40.5778,36.0,798,2400.0
727,LTIM,Mar 2022,15.13,20.0,27.65,0.0181,48.9024,1.2692,1608.0,1643.0,225.0,47.6267,41.0,258,3251.0
728,LTIM,Mar 2023,13.29,18.0,26.58,0.0929,44.4333,1.4132,2824.0,271.0,149.0,55.3067,40.0,1541,3095.0
729,LTIM,Mar 2024,12.91,18.0,22.9,0.1035,31.9324,1.2895,1752.0,3918.0,155.0,66.7267,42.0,2071,5670.0
746,MARUTI,Mar 2017,11.03,15.0,20.26,0.0131,144.0449,1.3103,1109.0,9173.0,249.0,24.553,30.0,484,10282.0
771,NAUKRI,Mar 2018,50.71,22.0,24.5,0.0005,124.0,0.3806,104.0,149.0,42.0,1.6762,13.0,1,253.0
772,NAUKRI,Mar 2019,51.43,1.0,23.28,0.0004,106.5714,0.3609,217.0,59.0,49.0,2.0844,12.0,1,276.0
774,NAUKRI,Mar 2021,125.71,7.0,26.28,0.012,150.7273,0.1793,-1767.0,2043.0,110.0,4.1829,7.0,65,276.0
775,NAUKRI,Mar 2022,810.6999999999999,28.0,74.71,0.0037,1296.0,0.0776,-470.0,1177.0,991.0,13.3659,1.0,64,707.0
778,NESTLEIND,Dec 2013,12.27,21.0,47.17,0.5021,55.2703,1.4414,1355.0,441.0,12.0,2.4667,42.0,1189,1796.0
779,NESTLEIND,Dec 2014,12.02,21.0,41.77,0.007,151.8571,1.6933,1212.0,432.0,12.0,2.9552,51.0,20,1644.0
781,NESTLEIND,Dec 2016,10.95,20.0,30.5,0.0101,21.8681,1.3423,1340.0,126.0,10.0,3.4188,61.0,33,1466.0
782,NESTLEIND,Dec 2017,12.24,21.0,35.82,0.0102,24.7174,1.3595,1687.0,131.0,13.0,3.5625,68.0,35,1818.0
783,NESTLEIND,Dec 2018,14.23,23.0,43.75,0.0095,25.6875,1.3961,2000.0,52.0,17.0,3.826,69.0,35,2052.0
784,NESTLEIND,Dec 2019,15.91,24.0,102.61,0.0985,24.5969,1.7244,2378.0,83.0,20.0,1.9979,168.0,189,2295.0
785,NESTLEIND,Dec 2020,15.6,24.0,103.12,0.0728,20.4146,1.6899,2133.0,321.0,22.0,2.1031,93.0,147,2454.0
786,NESTLEIND,Dec 2021,14.37,24.0,108.84,0.1367,17.0792,1.7903,316.0,1920.0,22.0,2.0271,91.0,266,2236.0
787,NESTLEIND,Dec 2022,14.15,22.0,97.23,0.1102,24.6,1.8818,2345.0,392.0,25.0,2.5615,89.0,271,2737.0
788,NESTLEIND,Dec 2023,15.68,23.0,121.96,0.1102,38.5462,2.1301,2465.0,927.0,31.0,2.5615,56.0,271,3392.0
789,NESTLEIND,Mar 2024,16.12,24.0,117.75,0.1033,41.1862,2.3182,2938.0,1237.0,41.0,3.4792,79.0,345,4175.0
802,NTPC,Mar 2013,17.6,25.0,15.49,0.8668,9.2035,0.4,-337.0,16845.0,13.0,0.9853,38.0,70419,16508.0
814,ONGC,Mar 2013,14.81,27.0,15.73,0.1356,101.2169,0.6392,-1346.0,41220.0,19.0,3.5654,34.0,20686,39874.0
815,ONGC,Mar 2014,15.31,28.0,15.49,0.2853,90.2244,0.5358,-10363.0,63633.0,21.0,4.0241,31.0,49113,53270.0
818,ONGC,Mar 2017,10.33,19.0,15.01,0.4117,18.2478,0.6355,1965.0,43815.0,19.0,3.0292,40.0,80029,45780.0
823,ONGC,Mar 2022,10.03,16.0,19.0,0.4701,15.2161,0.8422,37051.0,41197.0,36.0,4.1256,29.0,121986,78248.0
